
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

	<CurrencyName> #tm_ruble												// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
		<Currency> MoneyRuble1, 	1										// Currency Classname, Currency Money Value
		<Currency> MoneyRuble5, 	5
		<Currency> MoneyRuble10, 	10
		<Currency> MoneyRuble25, 	25
		<Currency> MoneyRuble50, 	50
		<Currency> MoneyRuble100, 	100


<Trader> Consume Trader														// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables													// Category Name
		CaninaBerry,								*,		1,			-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,								*,		1,			-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,										*,		10,			-1	// Buyvalue -1 means it can not be bought
		Kiwi,										*,		10,			-1	// Sellvalue -1 means it can not be selled					  
				VAZ_2109_RF_doors_codriver_blue,		*,			1650,	800
				VAZ_2109_RF_doors_cargo1_blue,		    *,			1650,	800
				VAZ_2109_RF_doors_cargo2_blue,		    *,			1650,	800
				VAZ_2109_RF_doors_trunk_blue,		    *,			1650,	800
				VAZ_2109_RF_doors_hood_blue,		    *,			1650,	800
				VAZ_2109_RF_doors_driver_rust,		    *,			1650,	800
				VAZ_2109_RF_doors_codriver_rust,		*,			1650,	800
				VAZ_2109_RF_doors_cargo1_rust,		    *,			1650,	800
				VAZ_2109_RF_doors_cargo2_rust,		    *,			1650,	800
				VAZ_2109_RF_doors_trunk_rust,		    *,			1650,	800
				VAZ_2109_RF_doors_hood_rust,		    *,			1650,	800
				VAZ_2109_RF_doors_driver_green_rust,	*,			1650,	800
				VAZ_2109_RF_doors_codriver_green_rust,	*,			1650,	800
				VAZ_2109_RF_doors_cargo1_green_rust,	*,			1650,	800
				VAZ_2109_RF_doors_cargo2_green_rust,	*,			1650,	800
				VAZ_2109_RF_doors_trunk_green_rust,		*,			1650,	800
				VAZ_2109_RF_doors_hood_green_rust,		*,			1650,	800
				VAZ_2109_RF_doors_driver_white_rust,	*,			1650,	800
				VAZ_2109_RF_doors_codriver_white_rust,	*,			1650,	800
				VAZ_2109_RF_doors_cargo1_white_rust,	*,			1650,	800
				VAZ_2109_RF_doors_cargo2_white_rust,	*,			1650,	800
				VAZ_2109_RF_doors_trunk_white_rust,		*,			1650,	800
				VAZ_2109_RF_doors_hood_white_rust,		*,			1650,	800
				VAZ_2109_RF_doors_driver_blue_rust,		*,			1650,	800
				VAZ_2109_RF_doors_codriver_blue_rust,	*,			1650,	800
				VAZ_2109_RF_doors_cargo1_blue_rust,		*,			1650,	800
				VAZ_2109_RF_doors_cargo2_blue_rust,		*,			1650,	800
				VAZ_2109_RF_doors_trunk_blue_rust,		*,			1650,	800
				VAZ_2109_RF_doors_hood_blue_rust,		*,			1650,	800
				VAZ_2109_RF_wheel,		                *,			1650,	800
				

	<Category> VAZ 21099R
				VAZ_21099R,		                    VNK,		80000,	39000
				VAZ_21099R_black,		                    VNK,		80000,	39000
				VAZ_21099R_white,		                    VNK,		80000,	39000
				VAZ_21099R_blue,		                    VNK,		80000,	39000
				VAZ_21099R_wheel,		                *,			1000,	450
				VAZ_21099R_doors_driver,		        *,			1650,	800
				VAZ_21099R_doors_codriver,		        *,			1650,	800
				VAZ_21099R_doors_cargo1,		        *,			1650,	800
				VAZ_21099R_doors_cargo2,		        *,			1650,	800
				VAZ_21099R_doors_hood,		        *,			1650,	800
				VAZ_21099R_doors_trunk,		        *,			1650,	800
				VAZ_21099R_doors_driver_black,		        *,			1650,	800
				VAZ_21099R_doors_codriver_black,		        *,			1650,	800
				VAZ_21099R_doors_cargo1_black,		        *,			1650,	800
				VAZ_21099R_doors_cargo2_black,		        *,			1650,	800
				VAZ_21099R_doors_hood_black,		        *,			1650,	800
				VAZ_21099R_doors_trunk_black,		        *,			1650,	800
				VAZ_21099R_doors_driver_white,		        *,			1650,	800
				VAZ_21099R_doors_codriver_white,		        *,			1650,	800
				VAZ_21099R_doors_cargo1_white,		        *,			1650,	800
				VAZ_21099R_doors_cargo2_white,		        *,			1650,	800
				VAZ_21099R_doors_hood_white,		        *,			1650,	800
				VAZ_21099R_doors_trunk_white,		        *,			1650,	800
				VAZ_21099R_doors_driver_blue,		        *,			1650,	800
				VAZ_21099R_doors_codriver_blue,		        *,			1650,	800
				VAZ_21099R_doors_cargo1_blue,		        *,			1650,	800
				VAZ_21099R_doors_cargo2_blue,		        *,			1650,	800
				VAZ_21099R_doors_hood_blue,		        *,			1650,	800
				VAZ_21099R_doors_trunk_blue,		        *,			1650,	800
				

	<Category> F1 Pickup
				F1_Pickup,		                    VNK,		95000,	41000
				F1_Pickup_green,		                    VNK,		95000,	41000
				F1_Pickup_wheel,		                *,			1000,	450
				F1_Pickup_doors_driver,		        *,			1650,	800
				F1_Pickup_doors_codriver,		        *,			1650,	800
				F1_Pickup_doors_hood,		        *,			1650,	800
				F1_Pickup_doors_trunk,		        *,			1650,	800
				F1_Pickup_doors_driver_green,		        *,			1650,	800
				F1_Pickup_doors_codriver_green,		        *,			1650,	800
				F1_Pickup_doors_hood_green,		        *,			1650,	800
				F1_Pickup_doors_trunk_green,		        *,			1650,	800
				F1_Pickup_doors_driver_logo,		        *,			1650,	800
				F1_Pickup_doors_codriver_logo,		        *,			1650,	800
				F1_Pickup_doors_trunk_logo,		        *,			1650,	800
				

	<Category> ZAZ 965
				ZAZ_965,		                    VNK,		80000,	39000
				ZAZ_965_red,		                    VNK,		80000,	39000
				ZAZ_965_green,		                    VNK,		80000,	39000
				ZAZ_965_bk,		                    VNK,		80000,	39000
				ZAZ_965_wheel,		                *,			1000,	450
				ZAZ_965_doors_driver,		        *,			1650,	800
				ZAZ_965_doors_codriver,		        *,			1650,	800
				ZAZ_965_doors_hood,		        *,			1650,	800
				ZAZ_965_doors_trunk,		        *,			1650,	800
				ZAZ_965_doors_driver_green,		        *,			1650,	800
				ZAZ_965_doors_codriver_green,		        *,			1650,	800
				ZAZ_965_doors_hood_green,		        *,			1650,	800
				ZAZ_965_doors_trunk_green,		        *,			1650,	800
				ZAZ_965_doors_driver_red,		        *,			1650,	800
				ZAZ_965_doors_codriver_red,		        *,			1650,	800
				ZAZ_965_doors_hood_red,		        *,			1650,	800
				ZAZ_965_doors_trunk_red,		        *,			1650,	800
				ZAZ_965_doors_driver_bk,		        *,			1650,	800
				ZAZ_965_doors_codriver_bk,		        *,			1650,	800
				ZAZ_965_doors_hood_bk,		        *,			1650,	800
				ZAZ_965_doors_trunk_bk,		        *,			1650,	800
				

	<Category> VAZ 2107RF
				VAZ_2107RF,		                    VNK,		80000,	39000
				VAZ_2107RF_blue,		                    VNK,		80000,	39000
				VAZ_2107RF_blue_rust,		                    VNK,		80000,	39000
				VAZ_2107RF_black,		                    VNK,		80000,	39000
				VAZ_2107RF_black_rust,		                    VNK,		80000,	39000
				VAZ_2107RF_white_rust,		                    VNK,		80000,	39000
				VAZ_2107RF_wheel,		                *,			1000,	450
				VAZ_2107RF_doors_driver,		        *,			1650,	800
				VAZ_2107RF_doors_codriver,		        *,			1650,	800
				VAZ_2107RF_doors_cargo1,		        *,			1650,	800
				VAZ_2107RF_doors_cargo2,		        *,			1650,	800
				VAZ_2107RF_doors_hood,		        *,			1650,	800
				VAZ_2107RF_doors_trunk,		        *,			1650,	800
				VAZ_2107RF_doors_driver_blue,		        *,			1650,	800
				VAZ_2107RF_doors_codriver_blue,		        *,			1650,	800
				VAZ_2107RF_doors_cargo1_blue,		        *,			1650,	800
				VAZ_2107RF_doors_cargo2_blue,		        *,			1650,	800
				VAZ_2107RF_doors_hood_blue,		        *,			1650,	800
				VAZ_2107RF_doors_trunk_blue,		        *,			1650,	800
				VAZ_2107RF_doors_driver_blue_rust,		        *,			1650,	800
				VAZ_2107RF_doors_codriver_blue_rust,		        *,			1650,	800
				VAZ_2107RF_doors_cargo1_blue_rust,		        *,			1650,	800
				VAZ_2107RF_doors_cargo2_blue_rust,		        *,			1650,	800
				VAZ_2107RF_doors_hood_blue_rust,		        *,			1650,	800
				VAZ_2107RF_doors_trunk_blue_rust,		        *,			1650,	800
				VAZ_2107RF_doors_driver_black,		        *,			1650,	800
				VAZ_2107RF_doors_codriver_black,		        *,			1650,	800
				VAZ_2107RF_doors_cargo1_black,		        *,			1650,	800
				VAZ_2107RF_doors_cargo2_black,		        *,			1650,	800
				VAZ_2107RF_doors_hood_black,		        *,			1650,	800
				VAZ_2107RF_doors_trunk_black,		        *,			1650,	800
				VAZ_2107RF_doors_driver_black_rust,		        *,			1650,	800
				VAZ_2107RF_doors_codriver_black_rust,		        *,			1650,	800
				VAZ_2107RF_doors_cargo1_black_rust,		        *,			1650,	800
				VAZ_2107RF_doors_cargo2_black_rust,		        *,			1650,	800
				VAZ_2107RF_doors_hood_black_rust,		        *,			1650,	800
				VAZ_2107RF_doors_trunk_black_rust,		        *,			1650,	800
				VAZ_2107RF_doors_driver_white_rust,		        *,			1650,	800
				VAZ_2107RF_doors_codriver_white_rust,		        *,			1650,	800
				VAZ_2107RF_doors_cargo1_white_rust,		        *,			1650,	800
				VAZ_2107RF_doors_cargo2_white_rust,		        *,			1650,	800
				VAZ_2107RF_doors_hood_white_rust,		        *,			1650,	800
				VAZ_2107RF_doors_trunk_white_rust,		        *,			1650,	800
				

	<Category> VAZ 2104RF
				VAZ_2104RF,		                    VNK,		80000,	39000
				VAZ_2104RF_beige,		                    VNK,		80000,	39000
				VAZ_2104RF_black,		                    VNK,		80000,	39000
				VAZ_2104RF_blue,		                    VNK,		80000,	39000
				VAZ_2104RF_wheel,		                *,			1000,	450
				VAZ_2104RF_doors_driver,		        *,			1650,	800
				VAZ_2104RF_doors_codriver,		        *,			1650,	800
				VAZ_2104RF_doors_cargo1,		        *,			1650,	800
				VAZ_2104RF_doors_cargo2,		        *,			1650,	800
				VAZ_2104RF_doors_hood,		        *,			1650,	800
				VAZ_2104RF_doors_trunk,		        *,			1650,	800
				VAZ_2104RF_doors_driver_beige,		        *,			1650,	800
				VAZ_2104RF_doors_codriver_beige,		        *,			1650,	800
				VAZ_2104RF_doors_cargo1_beige,		        *,			1650,	800
				VAZ_2104RF_doors_cargo2_beige,		        *,			1650,	800
				VAZ_2104RF_doors_hood_beige,		        *,			1650,	800
				VAZ_2104RF_doors_trunk_beige,		        *,			1650,	800
				VAZ_2104RF_doors_driver_black,		        *,			1650,	800
				VAZ_2104RF_doors_codriver_black,		        *,			1650,	800
				VAZ_2104RF_doors_cargo1_black,		        *,			1650,	800
				VAZ_2104RF_doors_cargo2_black,		        *,			1650,	800
				VAZ_2104RF_doors_hood_black,		        *,			1650,	800
				VAZ_2104RF_doors_trunk_black,		        *,			1650,	800
				VAZ_2104RF_doors_driver_blue,		        *,			1650,	800
				VAZ_2104RF_doors_codriver_blue,		        *,			1650,	800
				VAZ_2104RF_doors_cargo1_blue,		        *,			1650,	800
				VAZ_2104RF_doors_cargo2_blue,		        *,			1650,	800
				VAZ_2104RF_doors_hood_blue,		        *,			1650,	800
				VAZ_2104RF_doors_trunk_blue,		        *,			1650,	800
			
	<Category> GAZ_69
				GAZ_69_rus,		                        VNK,		110000,	54000
				GAZ_69_rus_green,		                        VNK,		110000,	54000
				GAZ_69_rus_yellow,		                        VNK,		110000,	54000
				GAZ_69_rus_wheel,		                *,			1000,	450
				GAZ_69_rus_tent,		                    *,			1500,	500
				GAZ_69_rus_doors_driver,		        *,			1650,	800
				GAZ_69_rus_doors_codriver,		        *,			1650,	800
				GAZ_69_rus_doors_cargo1,		        *,			1650,	800
				GAZ_69_rus_doors_cargo2,		        *,			1650,	800
				GAZ_69_rus_doors_hood,		        *,			1650,	800
				GAZ_69_rus_doors_trunk,		        *,			1650,	800
				GAZ_69_rus_tent_doors_driver,		        *,			1650,	800
				GAZ_69_rus_tent_doors_codriver,		        *,			1650,	800
				GAZ_69_rus_tent_doors_cargo1,		        *,			1650,	800
				GAZ_69_rus_tent_doors_cargo2,		        *,			1650,	800
				GAZ_69_rus_doors_driver_green,		        *,			1650,	800
				GAZ_69_rus_doors_codriver_green,		        *,			1650,	800
				GAZ_69_rus_doors_cargo1_green,		        *,			1650,	800
				GAZ_69_rus_doors_cargo2_green,		        *,			1650,	800
				GAZ_69_rus_doors_hood_green,		        *,			1650,	800
				GAZ_69_rus_doors_trunk_green,		        *,			1650,	800
				GAZ_69_rus_tent_doors_driver_green,		        *,			1650,	800
				GAZ_69_rus_tent_doors_codriver_green,		        *,			1650,	800
				GAZ_69_rus_tent_doors_cargo1_green,		        *,			1650,	800
				GAZ_69_rus_tent_doors_cargo2_green,		        *,			1650,	800
				GAZ_69_rus_doors_driver_yellow,		        *,			1650,	800
				GAZ_69_rus_doors_codriver_yellow,		        *,			1650,	800
				GAZ_69_rus_doors_cargo1_yellow,		        *,			1650,	800
				GAZ_69_rus_doors_cargo2_yellow,		        *,			1650,	800
				GAZ_69_rus_doors_hood_yellow,		        *,			1650,	800
				GAZ_69_rus_doors_trunk_yellow,		        *,			1650,	800
				GAZ_69_rus_tent_doors_driver_yellow,		        *,			1650,	800
				GAZ_69_rus_tent_doors_codriver_yellow,		        *,			1650,	800
				GAZ_69_rus_tent_doors_cargo1_yellow,		        *,			1650,	800
				GAZ_69_rus_tent_doors_cargo2_yellow,		        *,			1650,	800
				
	<Category> UAZ_3172
				UAZ_3172,		                        VNK,		125000,	61000
				UAZ_3172_green,		                    VNK,		125000,	61000
				UAZ_3172_camo_flora,		            VNK,		125000,	61000
				UAZ_3172_camo_Winter,	            	VNK,		125000,	61000
				UAZ_3172_camo_Desert,		            VNK,		125000,	61000
				UAZ_3172_wheel,		                    *,			1000,	450
				UAZ_3172_doors_driver,		            *,			1650,	800
				UAZ_3172_doors_codriver,		        *,			1650,	800
				UAZ_3172_doors_cargo1,		            *,			1650,	800
				UAZ_3172_doors_cargo2,		            *,			1650,	800
				UAZ_3172_doors_hood,		            *,			1650,	800
				UAZ_3172_doors_trunk,		            *,			1650,	800
				UAZ_3172_doors_driver_green,		    *,			1650,	800
				UAZ_3172_doors_codriver_green,		    *,			1650,	800
				UAZ_3172_doors_cargo1_green,		    *,			1650,	800
				UAZ_3172_doors_cargo2_green,		    *,			1650,	800
				UAZ_3172_doors_hood_green,		        *,			1650,	800
				UAZ_3172_doors_trunk_green,		        *,			1650,	800
				UAZ_3172_doors_driver_camo_flora,		*,			1650,	800
				UAZ_3172_doors_codriver_camo_flora,		*,			1650,	800
				UAZ_3172_doors_cargo1_camo_flora,		*,			1650,	800
				UAZ_3172_doors_cargo2_camo_flora,		*,			1650,	800
				UAZ_3172_doors_hood_camo_flora,		    *,			1650,	800
				UAZ_3172_doors_trunk_camo_flora,		*,			1650,	800
				UAZ_3172_doors_driver_camo_Winter,		*,			1650,	800
				UAZ_3172_doors_codriver_camo_Winter,	*,			1650,	800
				UAZ_3172_doors_cargo1_camo_Winter,		*,			1650,	800
				UAZ_3172_doors_cargo2_camo_Winter,		*,			1650,	800
				UAZ_3172_doors_hood_camo_Winter,		*,			1650,	800
				UAZ_3172_doors_trunk_camo_Winter,		*,			1650,	800
				UAZ_3172_doors_driver_camo_Desert,		*,			1650,	800
				UAZ_3172_doors_codriver_camo_Desert,	*,			1650,	800
				UAZ_3172_doors_cargo1_camo_Desert,		*,			1650,	800
				UAZ_3172_doors_cargo2_camo_Desert,		*,			1650,	800
				UAZ_3172_doors_hood_camo_Desert,		*,			1650,	800
				UAZ_3172_doors_trunk_camo_Desert,		*,			1650,	800


	<Category> azlk_400
				azlk_400,		                        VNK,		100000,	49000
				azlk_400_green,		                    VNK,		100000,	49000
				azlk_400_beige,		                    VNK,		100000,	49000
				azlk_400_wheel,		                    *,			1000,	450
				azlk_400_doors_driver,		            *,			1650,	800
				azlk_400_doors_codriver,		        *,			1650,	800
				azlk_400_doors_cargo1,		            *,			1650,	800
				azlk_400_doors_cargo2,		            *,			1650,	800
				azlk_400_doors_hood,		            *,			1650,	800
				azlk_400_doors_driver_green,		    *,			1650,	800
				azlk_400_doors_codriver_green,		    *,			1650,	800
				azlk_400_doors_cargo1_green,		    *,			1650,	800
				azlk_400_doors_cargo2_green,		    *,			1650,	800
				azlk_400_doors_hood_green,		        *,			1650,	800
				azlk_400_doors_driver_beige,		    *,			1650,	800
				azlk_400_doors_codriver_beige,		    *,			1650,	800
				azlk_400_doors_cargo1_beige,		    *,			1650,	800
				azlk_400_doors_cargo2_beige,		    *,			1650,	800
				azlk_400_doors_hood_beige,		        *,			1650,	800

	<Category> moskvich_407
				moskvich_407,		                    VNK,		110000,	54000
				moskvich_407_double_red,		        VNK,		110000,	54000
				moskvich_407_double_blue,		        VNK,		110000,	54000
				moskvich_407_grey,		                VNK,		110000,	54000
				moskvich_407_wheel,		                *,			1000,	450
				moskvich_407_doors_driver,		        *,			1650,	800
				moskvich_407_doors_codriver,		    *,			1650,	800
				moskvich_407_doors_cargo1,		        *,			1650,	800
				moskvich_407_doors_cargo2,		        *,			1650,	800
				moskvich_407_doors_hood,		        *,			1650,	800
				moskvich_407_doors_trunk,		        *,			1650,	800
				moskvich_407_doors_driver_double_red,	*,			1650,	800
				moskvich_407_doors_codriver_double_red,	*,			1650,	800
				moskvich_407_doors_cargo1_double_red,	*,			1650,	800
				moskvich_407_doors_cargo2_double_red,	*,			1650,	800
				moskvich_407_doors_hood_double_red,		*,			1650,	800
				moskvich_407_doors_trunk_double_red,	*,			1650,	800
				moskvich_407_doors_driver_double_blue,	*,			1650,	800
				moskvich_407_doors_codriver_double_blue,*,			1650,	800
				moskvich_407_doors_cargo1_double_blue,	*,			1650,	800
				moskvich_407_doors_cargo2_double_blue,	*,			1650,	800
				moskvich_407_doors_hood_double_blue,	*,			1650,	800
				moskvich_407_doors_trunk_double_blue,	*,			1650,	800
				moskvich_407_doors_driver_grey,		    *,			1650,	800
				moskvich_407_doors_codriver_grey,		*,			1650,	800
				moskvich_407_doors_cargo1_grey,		    *,			1650,	800
				moskvich_407_doors_cargo2_grey,		    *,			1650,	800
				moskvich_407_doors_hood_grey,		    *,			1650,	800
				moskvich_407_doors_trunk_grey,		    *,			1650,	800


	<Category> UAZ_33094
				UAZ_33094,		                        VNK,		250000,	124000
				UAZ_33094_green,		                VNK,		250000,	124000
				UAZ_33094_gray,		                    VNK,		250000,	124000
				UAZ_33094_wheel,		                *,			1000,	450
				UAZ_33094_tent,		                    *,			1500,	500
				UAZ_33094_doors_driver,		            *,			1650,	800
				UAZ_33094_doors_codriver,		        *,			1650,	800
				UAZ_33094_doors_cargo2,		            *,			1650,	800
				UAZ_33094_doors_trunk,		            *,			1650,	800
				UAZ_33094_doors_driver_green,		    *,			1650,	800
				UAZ_33094_doors_codriver_green,		    *,			1650,	800
				UAZ_33094_doors_cargo2_green,		    *,			1650,	800
				UAZ_33094_doors_trunk_green,		    *,			1650,	800
				UAZ_33094_doors_driver_gray,		    *,			1650,	800
				UAZ_33094_doors_codriver_gray,		    *,			1650,	800
				UAZ_33094_doors_cargo2_gray,		    *,			1650,	800
				UAZ_33094_doors_trunk_gray,		        *,			1650,	800


	<Category> KubanG1
				KubanG1,		                        VNK,		95000,	46000
				KubanG1_green,		                    VNK,		95000,	46000
				KubanG1_wheel,		                    *,			1000,	450
				KubanG1_WheelDouble,		            *,			2000,	750
				KubanG1_doors_driver,	            	*,			1650,	800
				KubanG1_doors_cargo2,		            *,			1650,	800
				KubanG1_doors_hood,		                *,			1650,	800
				KubanG1_doors_trunk,		            *,			1650,	800
				KubanG1_doors_driver_green,		        *,			1650,	800
				KubanG1_doors_cargo2_green,		        *,			1650,	800
				KubanG1_doors_hood_green,		        *,			1650,	800
				KubanG1_doors_trunk_green,		        *,			1650,	800

	<Category> GAZ_13_Chaika
				GAZ_13_Chaika,		                    VNK,		130000,	64000
				GAZ_13_Chaika_black_rust,		        VNK,		130000,	64000
				GAZ_13_Chaika_white,		            VNK,		130000,	64000
				GAZ_13_Chaika_white_rust,		        VNK,		130000,	64000
				GAZ_13_Chaika_wheel,		            *,			1000,	450
				GAZ_13_Chaika_doors_driver,		        *,			1650,	800
				GAZ_13_Chaika_doors_driver_black_rust,	*,			1650,	800
				GAZ_13_Chaika_doors_driver_white,		*,			1650,	800
				GAZ_13_Chaika_doors_driver_white_rust,	*,			1650,	800
				GAZ_13_Chaika_doors_codriver,		    *,			1650,	800
				GAZ_13_Chaika_doors_codriver_black_rust,*,			1650,	800
				GAZ_13_Chaika_doors_codriver_white,		*,			1650,	800
				GAZ_13_Chaika_doors_codriver_white_rust,*,			1650,	800
				GAZ_13_Chaika_doors_cargo1,		        *,			1650,	800
